,permno,namedt,nameenddt,shrcd,exchcd,siccd,ncusip,ticker,comnam,shrcls,permco,hexcd,cusip,st_date,end_date,namedum,s_date,e_date
13716,17075,2017-11-06,2023-12-29,73,4,6726,35473P81,FLCH,FRANKLIN TEMPLETON E T F TRUST,,55598,4,35473P81,2017-11-06,2023-12-29,2.0,2017-11-06,2023-12-29
13717,17076,2017-11-06,2023-12-29,73,4,6726,35473P82,FLCA,FRANKLIN TEMPLETON E T F TRUST,,55598,4,35473P82,2017-11-06,2023-12-29,2.0,2017-11-06,2023-12-29
13718,17077,2017-11-06,2023-12-29,73,4,6726,35473P83,FLBR,FRANKLIN TEMPLETON E T F TRUST,,55598,4,35473P83,2017-11-06,2023-12-29,2.0,2017-11-06,2023-12-29
13719,17078,2017-11-06,2023-12-29,73,4,6726,35473P84,FLAU,FRANKLIN TEMPLETON E T F TRUST,,55598,4,35473P84,2017-11-06,2023-12-29,2.0,2017-11-06,2023-12-29
13720,17079,2017-11-16,2018-11-15,11,2,1389,40262950,GLF,GULFMARK OFFSHORE INC,A,1957,2,40262950,2017-11-16,2018-11-15,2.0,2017-11-16,2018-11-15
13723,17081,2017-11-06,2019-05-19,44,1,6726,43010E40,HFRO,HIGHLAND FLOATING RATE OPP FD,,56134,1,43010E40,2017-11-06,2023-12-29,2.0,2017-11-06,2023-12-29
13724,17081,2019-05-20,2019-09-08,44,1,6726,43010E40,HFRO,HIGHLAND INCOME FUND,,56134,1,43010E40,2017-11-06,2023-12-29,2.0,2017-11-06,2023-12-29
13725,17081,2019-09-09,2023-06-14,44,1,6722,43010E40,HFRO,HIGHLAND INCOME FUND,,56134,1,43010E40,2017-11-06,2023-12-29,2.0,2017-11-06,2023-12-29
13726,17081,2023-06-15,2023-12-29,44,1,6722,43010E40,HFRO,HIGHLAND OPP & INCOME FUND,,56134,1,43010E40,2017-11-06,2023-12-29,2.0,2017-11-06,2023-12-29
13727,17082,2017-11-30,2018-02-07,44,1,0,46136K10,IHTA,INVESCO HIGH INCOME 2024 TT FUND,,56135,1,46136K10,2017-11-30,2023-12-29,2.0,2017-11-30,2023-12-29
13728,17082,2018-02-08,2019-10-28,44,1,6722,46136K10,IHTA,INVESCO HIGH INCOME 2024 TT FUND,,56135,1,46136K10,2017-11-30,2023-12-29,2.0,2017-11-30,2023-12-29
13729,17082,2019-10-29,2023-12-29,44,1,6726,46136K10,IHTA,INVESCO HIGH INCOME 2024 TT FUND,,56135,1,46136K10,2017-11-30,2023-12-29,2.0,2017-11-30,2023-12-29
13730,17083,2017-11-09,2023-12-29,73,4,6726,46641Q75,JVAL,J P MORGAN E T F TRUST,,54917,4,46641Q75,2017-11-09,2023-12-29,2.0,2017-11-09,2023-12-29
13731,17084,2017-11-09,2023-12-29,73,4,6726,46641Q76,JQUA,J P MORGAN E T F TRUST,,54917,4,46641Q76,2017-11-09,2023-12-29,2.0,2017-11-09,2023-12-29
13732,17085,2017-11-09,2023-12-29,73,4,6726,46641Q77,JMOM,J P MORGAN E T F TRUST,,54917,4,46641Q77,2017-11-09,2023-12-29,2.0,2017-11-09,2023-12-29
13733,17086,2017-11-09,2022-09-06,73,4,6726,46641Q78,JMIN,J P MORGAN E T F TRUST,,54917,4,46641Q78,2017-11-09,2022-09-06,2.0,2017-11-09,2022-09-06
13734,17087,2017-11-09,2022-09-06,73,4,6726,46641Q79,JDIV,J P MORGAN E T F TRUST,,54917,4,46641Q79,2017-11-09,2022-09-06,2.0,2017-11-09,2022-09-06
13735,17088,2017-11-16,2020-10-29,31,1,6719,47738D10,JT,JIANPU TECHNOLOGY INC,A,56137,1,47738D30,2017-11-16,2023-12-29,2.0,2017-11-16,2023-12-29
13736,17088,2020-10-30,2023-12-29,31,1,6719,47738D30,JT,JIANPU TECHNOLOGY INC,,56137,1,47738D30,2017-11-16,2023-12-29,2.0,2017-11-16,2023-12-29
13737,17089,2017-11-09,2023-12-29,73,4,6726,47804J84,JHSC,JOHN HANCOCK E T F TRUST,,55416,4,47804J84,2017-11-09,2023-12-29,2.0,2017-11-09,2023-12-29
13738,17090,2017-11-30,2019-09-10,11,1,0,52464310,LGC,LEGACY ACQUISITION CORP,A,56138,2,70214110,2017-11-30,2023-12-26,2.0,2017-11-30,2023-12-26
13739,17090,2019-09-11,2020-11-22,11,1,6799,52464310,LGC,LEGACY ACQUISITION CORP,A,56138,2,70214110,2017-11-30,2023-12-26,2.0,2017-11-30,2023-12-26
13740,17090,2020-11-23,2023-12-26,11,2,6799,70214110,ID,PARTS ID INC,A,56138,2,70214110,2017-11-30,2023-12-26,2.0,2017-11-30,2023-12-26
13741,17091,2017-11-17,2019-04-30,11,2,7311,52730Q20,LEVB,LEVEL BRANDS INC,,56139,2,12482W30,2017-11-17,2023-12-29,2.0,2017-11-17,2023-12-29
13742,17091,2019-05-01,2023-04-24,11,2,7311,12482W10,YCBD,CBDMD INC,,56139,2,12482W30,2017-11-17,2023-12-29,2.0,2017-11-17,2023-12-29
13743,17091,2023-04-25,2023-12-29,11,2,7311,12482W30,YCBD,CBDMD INC,,56139,2,12482W30,2017-11-17,2023-12-29,2.0,2017-11-17,2023-12-29
13744,17092,2017-11-01,2023-12-29,31,1,3241,54150E10,LOMA,LOMA NEGRA CORP,,56140,1,54150E10,2017-11-01,2023-12-29,2.0,2017-11-01,2023-12-29
13745,17093,2017-11-08,2021-03-28,11,1,6022,59177410,MCB,METROPOLITAN BANK HOLDING CORP,,56141,1,59177410,2017-11-08,2023-12-29,2.0,2017-11-08,2023-12-29
13746,17093,2021-03-29,2022-11-14,11,1,6029,59177410,MCB,METROPOLITAN BANK HOLDING CORP,,56141,1,59177410,2017-11-08,2023-12-29,2.0,2017-11-08,2023-12-29
13747,17093,2022-11-15,2023-12-29,11,1,6712,59177410,MCB,METROPOLITAN BANK HOLDING CORP,,56141,1,59177410,2017-11-08,2023-12-29,2.0,2017-11-08,2023-12-29
13748,17094,2017-11-10,2018-02-21,31,1,0,69354V10,PPDF,P P DAI GROUP INC,A,56142,1,31810T10,2017-11-10,2023-12-29,2.0,2017-11-10,2023-12-29
13749,17094,2018-02-22,2019-11-28,31,1,6719,69354V10,PPDF,P P DAI GROUP INC,A,56142,1,31810T10,2017-11-10,2023-12-29,2.0,2017-11-10,2023-12-29
13750,17094,2019-11-29,2023-12-29,31,1,6163,31810T10,FINV,FINVOLUTION GROUP,A,56142,1,31810T10,2017-11-10,2023-12-29,2.0,2017-11-10,2023-12-29
13751,17095,2017-11-16,2023-12-29,73,4,6726,74347B36,EMTY,PROSHARES TRUST,,50846,4,74347B36,2017-11-16,2023-12-29,2.0,2017-11-16,2023-12-29
13752,17096,2017-11-16,2023-12-29,73,4,6726,74347B37,CLIX,PROSHARES TRUST,,50846,4,74347B37,2017-11-16,2023-12-29,2.0,2017-11-16,2023-12-29
13753,17097,2017-11-15,2019-01-31,11,1,7374,81688310,SEND,SENDGRID INC,,56143,1,81688310,2017-11-15,2019-01-31,2.0,2017-11-15,2019-01-31
13754,17098,2017-11-09,2018-02-06,31,1,0,83409V10,SOGO,SOGOU INC,A,56144,1,83409V10,2017-11-09,2021-09-23,2.0,2017-11-09,2021-09-23
13755,17098,2018-02-07,2021-09-23,31,1,7371,83409V10,SOGO,SOGOU INC,A,56144,1,83409V10,2017-11-09,2021-09-23,2.0,2017-11-09,2021-09-23
13758,17100,2017-11-17,2018-02-06,31,2,0,84651710,LOV,SPARK NETWORKS S E,,56145,3,84651710,2017-11-17,2023-09-07,2.0,2017-11-17,2023-09-07
13759,17100,2018-02-07,2022-02-14,31,2,7379,84651710,LOV,SPARK NETWORKS S E,,56145,3,84651710,2017-11-17,2023-09-07,2.0,2017-11-17,2023-09-07
13760,17100,2022-02-15,2023-09-07,31,3,7379,84651710,LOV,SPARK NETWORKS S E,,56145,3,84651710,2017-11-17,2023-09-07,2.0,2017-11-17,2023-09-07
13766,17103,2017-11-21,2020-10-04,11,2,2834,98979F10,ZOM,ZOMEDICA PHARMACEUTICALS CORP,,56146,2,98980M10,2017-11-21,2023-12-29,2.0,2017-11-21,2023-12-29
13767,17103,2020-10-05,2023-12-29,11,2,2834,98980M10,ZOM,ZOMEDICA CORP,,56146,2,98980M10,2017-11-21,2023-12-29,2.0,2017-11-21,2023-12-29
13768,17104,2017-11-09,2023-12-29,11,3,9999,03753U10,APLS,APELLIS PHARMACEUTICALS INC,,56148,3,03753U10,2017-11-09,2023-12-29,2.0,2017-11-09,2023-12-29
13769,17105,2017-11-16,2019-03-13,11,3,9999,04287310,ASNS,ARSANIS INC,,56149,3,98420X10,2017-11-16,2023-12-29,2.0,2017-11-16,2023-12-29
13770,17105,2019-03-14,2023-12-29,11,3,9999,98420X10,XFOR,X4 PHARMACEUTICALS INC,,56149,3,98420X10,2017-11-16,2023-12-29,2.0,2017-11-16,2023-12-29
13771,17106,2017-11-10,2023-12-29,11,3,9999,05988J10,BAND,BANDWIDTH INC,A,56150,3,05988J10,2017-11-10,2023-12-29,2.0,2017-11-10,2023-12-29
13772,17107,2017-11-30,2023-06-14,11,3,0,10319710,BOXL,BOXLIGHT CORP,A,56151,3,10319720,2017-11-30,2023-12-29,2.0,2017-11-30,2023-12-29
13773,17107,2023-06-15,2023-12-29,11,3,0,10319720,BOXL,BOXLIGHT CORP,A,56151,3,10319720,2017-11-30,2023-12-29,2.0,2017-11-30,2023-12-29
13774,17108,2017-11-08,2022-10-02,11,3,9999,12481V10,CBTX,C B T X INC,,56153,1,85892710,2017-11-08,2023-12-29,2.0,2017-11-08,2023-12-29
13775,17108,2022-10-03,2023-06-11,11,3,9999,85892710,STEL,STELLAR BANCORP INC,,56153,1,85892710,2017-11-08,2023-12-29,2.0,2017-11-08,2023-12-29
13776,17108,2023-06-12,2023-12-29,11,1,6021,85892710,STEL,STELLAR BANCORP INC,,56153,1,85892710,2017-11-08,2023-12-29,2.0,2017-11-08,2023-12-29
13777,17109,2017-11-06,2019-05-01,12,3,9999,G2345N10,CMSS,C M SEVEN STAR ACQUISITION CORP,,56092,3,G5223X14,2017-11-06,2023-12-29,2.0,2017-11-06,2023-12-29
13778,17109,2019-05-02,2023-09-14,12,3,9999,G5223X10,KXIN,KAIXIN AUTO HOLDINGS,,56092,3,G5223X14,2017-11-06,2023-12-29,2.0,2017-11-06,2023-12-29
13779,17109,2023-09-15,2023-12-29,12,3,9999,G5223X14,KXIN,KAIXIN AUTO HOLDINGS,,56092,3,G5223X14,2017-11-06,2023-12-29,2.0,2017-11-06,2023-12-29
13780,17110,2017-11-10,2023-06-28,31,3,9999,29604W10,ERYP,ERYTECH PHARMA S A,,56154,3,29604W20,2017-11-10,2023-12-29,2.0,2017-11-10,2023-12-29
13781,17110,2023-06-29,2023-09-17,31,3,9999,29604W10,PHXM,PHAXIAM THERAPEUTICS S A,,56154,3,29604W20,2017-11-10,2023-12-29,2.0,2017-11-10,2023-12-29
13782,17110,2023-09-18,2023-12-29,31,3,9999,29604W20,PHXM,PHAXIAM THERAPEUTICS S A,,56154,3,29604W20,2017-11-10,2023-12-29,2.0,2017-11-10,2023-12-29
13783,17112,2017-11-02,2023-12-29,73,3,6726,33739P30,FMHI,FIRST TR EXCHANGE TRADED FD III,,54860,3,33739P30,2017-11-02,2023-12-29,2.0,2017-11-02,2023-12-29
13784,17113,2017-11-03,2020-08-23,31,3,0,42829510,HX,HEXINDAI INC,,56155,3,98422P10,2017-11-03,2023-12-29,2.0,2017-11-03,2023-12-29
13785,17113,2020-08-24,2020-12-30,31,3,9999,42829520,HX,HEXINDAI INC,,56155,3,98422P10,2017-11-03,2023-12-29,2.0,2017-11-03,2023-12-29
13786,17113,2020-12-31,2021-12-15,31,3,9999,98422P10,HX,XIAOBAI MAIMAI INC,,56155,3,98422P10,2017-11-03,2023-12-29,2.0,2017-11-03,2023-12-29
13787,17113,2021-12-16,2023-12-29,31,3,9999,98422P10,AHG,AKSO HEALTH GROUP,,56155,3,98422P10,2017-11-03,2023-12-29,2.0,2017-11-03,2023-12-29
13788,17114,2017-11-17,2019-03-19,11,3,9999,42087010,HYAC,HAYMAKER ACQUISITION CORP,A,56098,3,42087010,2017-11-17,2019-03-19,2.0,2017-11-17,2019-03-19
13789,17115,2017-11-08,2023-12-29,12,3,9999,N4482110,IFRX,INFLARX N V,,56156,3,N4482110,2017-11-08,2023-12-29,2.0,2017-11-08,2023-12-29
13790,17116,2017-11-20,2023-12-29,11,3,9999,54351810,LOOP,LOOP INDUSTRIES INC,,56157,3,54351810,2017-11-20,2023-12-29,2.0,2017-11-20,2023-12-29
13791,17117,2017-11-07,2018-08-26,11,3,9999,58958P10,MRBK,MERIDIAN BANK,,56158,3,58958P10,2017-11-07,2023-12-29,2.0,2017-11-07,2023-12-29
13792,17117,2018-08-27,2023-12-29,11,3,9999,58958P10,MRBK,MERIDIAN CORP,,56158,3,58958P10,2017-11-07,2023-12-29,2.0,2017-11-07,2023-12-29
13793,17119,2017-11-09,2019-06-11,73,3,6726,74255Y83,PXUS,PRINCIPAL EXCHANGE TRADED FUNDS,,55378,3,74255Y83,2017-11-09,2019-06-11,2.0,2017-11-09,2019-06-11
13794,17120,2017-11-29,2023-05-14,12,3,9999,G7527110,RETO,RETO ECO SOLUTIONS INC,,56159,3,G7527111,2017-11-29,2023-12-29,2.0,2017-11-29,2023-12-29
13795,17120,2023-05-15,2023-12-29,12,3,9999,G7527111,RETO,RETO ECO SOLUTIONS INC,,56159,3,G7527111,2017-11-29,2023-12-29,2.0,2017-11-29,2023-12-29
13796,17121,2017-11-17,2023-12-29,11,3,9999,85917W10,SBT,STERLING BANCORP INC,,56160,3,85917W10,2017-11-17,2023-12-29,2.0,2017-11-17,2023-12-29
13797,17122,2017-11-17,2023-12-29,11,3,9999,81064810,SCPH,SCPHARMACEUTICALS INC,,56161,3,81064810,2017-11-17,2023-12-29,2.0,2017-11-17,2023-12-29
13798,17123,2017-11-02,2023-12-29,73,3,6726,33741X10,SDVY,FIRST TRUST E T F VI,,54165,3,33741X10,2017-11-02,2023-12-29,2.0,2017-11-02,2023-12-29
13799,17124,2017-11-09,2023-12-29,73,3,6726,92206C57,VTC,VANGUARD SCOTTSDALE FUNDS,,53292,3,92206C57,2017-11-09,2023-12-29,2.0,2017-11-09,2023-12-29
13800,17125,2017-12-08,2023-12-29,11,3,9999,24823R10,DNLI,DENALI THERAPEUTICS INC,,56163,3,24823R10,2017-12-08,2023-12-29,2.0,2017-12-08,2023-12-29
13801,17126,2017-12-15,2023-12-29,11,3,9999,65158N10,NMRK,NEWMARK GROUP INC,A,56164,3,65158N10,2017-12-15,2023-12-29,2.0,2017-12-15,2023-12-29
13802,17127,2017-12-22,2020-01-31,12,3,9999,G3206V10,ESTR,ESTRE AMBIENTAL INC,,56165,3,G3206V10,2017-12-22,2020-01-31,2.0,2017-12-22,2020-01-31
13808,17130,2018-01-02,2023-12-29,12,3,9999,G9001E12,LILAK,LIBERTY LATIN AMERICA LTD,C,56166,3,G9001E12,2018-01-02,2023-12-29,2.0,2018-01-02,2023-12-29
13809,17131,2018-01-02,2023-12-29,12,3,9999,G9001E10,LILA,LIBERTY LATIN AMERICA LTD,A,56166,3,G9001E10,2018-01-02,2023-12-29,2.0,2018-01-02,2023-12-29
13810,17132,2017-12-13,2020-11-01,73,3,6726,00768Y54,ACT,ADVISORSHARES TRUST,,53202,4,00768Y54,2017-12-13,2023-12-29,2.0,2017-12-13,2023-12-29
13811,17132,2020-11-02,2023-12-29,73,4,6726,00768Y54,VICE,ADVISORSHARES TRUST,,53202,4,00768Y54,2017-12-13,2023-12-29,2.0,2017-12-13,2023-12-29
13812,17133,2017-12-08,2023-12-29,11,3,9999,03763A20,AMEH,APOLLO MEDICAL HOLDINGS INC,,56168,3,03763A20,2017-12-08,2023-12-29,2.0,2017-12-08,2023-12-29
13813,17134,2017-12-01,2021-05-24,11,3,9999,08948210,BRPA,BIG ROCK PARTNERS ACQ CORP,,56152,3,62944410,2017-12-01,2023-12-29,2.0,2017-12-01,2023-12-29
13814,17134,2021-05-25,2023-12-29,11,3,9999,62944410,NRXP,N R X PHARMACEUTICALS INC,,56152,3,62944410,2017-12-01,2023-12-29,2.0,2017-12-01,2023-12-29
13815,17135,2017-12-15,2023-12-29,11,3,9999,14713L10,CASA,CASA SYSTEMS INC,,56169,3,14713L10,2017-12-15,2023-12-29,2.0,2017-12-15,2023-12-29
13822,17138,2017-12-13,2023-12-12,73,3,6726,45409B38,CLRG,INDEXIQ E T F TRUST,,53127,3,45409B38,2017-12-13,2023-12-12,2.0,2017-12-13,2023-12-12
13823,17139,2017-12-15,2022-09-22,11,3,9999,19249J10,CWBR,COHBAR INC,,56170,3,19249J30,2017-12-15,2023-11-28,2.0,2017-12-15,2023-11-28
13824,17139,2022-09-23,2023-11-28,11,3,9999,19249J30,CWBR,COHBAR INC,,56170,3,19249J30,2017-12-15,2023-11-28,2.0,2017-12-15,2023-11-28
13825,17140,2017-12-21,2020-11-26,11,3,9999,25686H10,DLPN,DOLPHIN ENTERTAINMENT INC,,56171,3,25686H20,2017-12-21,2023-12-29,2.0,2017-12-21,2023-12-29
13826,17140,2020-11-27,2023-12-29,11,3,9999,25686H20,DLPN,DOLPHIN ENTERTAINMENT INC,,56171,3,25686H20,2017-12-21,2023-12-29,2.0,2017-12-21,2023-12-29
13827,17141,2017-12-20,2023-11-06,12,3,9999,G2788T10,DOGZ,DOGNESS INTERNATIONAL CORP,A,56172,3,G2788T11,2017-12-20,2023-12-29,2.0,2017-12-20,2023-12-29
13828,17141,2023-11-07,2023-12-29,12,3,9999,G2788T11,DOGZ,DOGNESS INTERNATIONAL CORP,A,56172,3,G2788T11,2017-12-20,2023-12-29,2.0,2017-12-20,2023-12-29
13829,17142,2017-12-29,2022-09-15,73,3,6726,04276568,DWCR,ARROW INVESTMENTS TRUST,,55073,5,04276568,2017-12-29,2023-12-29,2.0,2017-12-29,2023-12-29
13830,17142,2022-09-16,2023-12-29,73,5,6726,04276568,DWCR,ARROW INVESTMENTS TRUST,,55073,5,04276568,2017-12-29,2023-12-29,2.0,2017-12-29,2023-12-29
13837,17146,2017-12-22,2022-11-13,31,3,9999,45113Y10,ICLK,ICLICK INTERACTIVE ASIA GRP LTD,,56174,3,45113Y20,2017-12-22,2023-12-29,2.0,2017-12-22,2023-12-29
13838,17146,2022-11-14,2023-12-29,31,3,9999,45113Y20,ICLK,ICLICK INTERACTIVE ASIA GRP LTD,,56174,3,45113Y20,2017-12-22,2023-12-29,2.0,2017-12-22,2023-12-29
13839,17147,2017-12-28,2021-06-02,11,3,9999,52539T10,LACQ,LEISURE ACQUISITION CORP,,56175,3,29360240,2017-12-28,2023-12-29,2.0,2017-12-28,2023-12-29
13840,17147,2021-06-03,2021-07-01,11,0,9999,52539T10,,LEISURE ACQUISITION CORP,,56175,3,29360240,2017-12-28,2023-12-29,2.0,2017-12-28,2023-12-29
13841,17147,2021-07-02,2022-10-27,11,3,9999,29360210,ENSC,ENSYSCE BIOSCIENCES INC,,56175,3,29360240,2017-12-28,2023-12-29,2.0,2017-12-28,2023-12-29
13842,17147,2022-10-28,2023-03-30,11,3,9999,29360220,ENSC,ENSYSCE BIOSCIENCES INC,,56175,3,29360240,2017-12-28,2023-12-29,2.0,2017-12-28,2023-12-29
13843,17147,2023-03-31,2023-12-29,11,3,9999,29360240,ENSC,ENSYSCE BIOSCIENCES INC,,56175,3,29360240,2017-12-28,2023-12-29,2.0,2017-12-28,2023-12-29
13844,17148,2017-12-08,2023-12-29,11,3,9999,55055010,LBC,LUTHER BURBANK CORP,,56176,3,55055010,2017-12-08,2023-12-29,2.0,2017-12-08,2023-12-29
13845,17149,2017-12-13,2018-04-06,11,3,9999,54304F10,LFIN,LONGFIN CORP,A,56177,3,54304F10,2017-12-13,2018-04-06,2.0,2017-12-13,2018-04-06
13846,17150,2017-12-21,2023-12-29,31,3,9999,52887710,LX,LEXINFINTECH HOLDINGS LTD,,56178,3,52887710,2017-12-21,2023-12-29,2.0,2017-12-21,2023-12-29
13847,17151,2017-12-07,2023-12-29,11,3,9999,55381010,MVBF,M V B FINANCIAL CORP,,56179,3,55381010,2017-12-07,2023-12-29,2.0,2017-12-07,2023-12-29
13850,17154,2017-12-07,2022-01-14,11,3,9999,67607910,ODT,ODONATE THERAPEUTICS INC,,56180,3,67607910,2017-12-07,2022-01-14,2.0,2017-12-07,2022-01-14
13851,17155,2017-12-07,2023-12-29,11,3,9999,74766Q10,QTRX,QUANTERIX CORP,,56181,3,74766Q10,2017-12-07,2023-12-29,2.0,2017-12-07,2023-12-29
13852,17156,2018-01-02,2018-12-30,12,3,6799,G8062D10,STNL,SENTINEL ENERGY SERVICES INC,A,56162,3,81728P10,2018-01-02,2019-11-07,2.0,2018-01-02,2019-11-07
13853,17156,2018-12-31,2019-11-07,11,3,6799,81728P10,STNL,SENTINEL ENERGY SERVICES INC DE,A,56162,3,81728P10,2018-01-02,2019-11-07,2.0,2018-01-02,2019-11-07
13854,17157,2017-12-11,2023-12-29,12,3,9999,G8947910,TRMD,T O R M PLC,A,56182,3,G8947910,2017-12-11,2023-12-29,2.0,2017-12-11,2023-12-29
13861,17178,2017-12-07,2023-12-29,11,1,7389,23131L10,CURO,CURO GROUP HOLDINGS CORP,,56190,1,23131L10,2017-12-07,2023-12-29,2.0,2017-12-07,2023-12-29
13864,17181,2017-12-13,2019-12-13,73,4,6726,26922A55,USAI,E T F SERIES SOLUTIONS,,54066,4,26922A55,2017-12-13,2019-12-13,2.0,2017-12-13,2019-12-13
13865,17182,2017-12-14,2019-03-13,11,2,7371,30283R40,FTNW,F T E NETWORKS INC,,56191,2,30283R40,2017-12-14,2019-12-11,2.0,2017-12-14,2019-12-11
13866,17182,2019-03-14,2019-03-25,11,-1,7371,30283R40,FTNW,F T E NETWORKS INC,,56191,2,30283R40,2017-12-14,2019-12-11,2.0,2017-12-14,2019-12-11
13867,17182,2019-03-26,2019-05-14,11,2,7371,30283R40,FTNW,F T E NETWORKS INC,,56191,2,30283R40,2017-12-14,2019-12-11,2.0,2017-12-14,2019-12-11
13868,17182,2019-05-15,2019-06-16,11,-1,7371,30283R40,FTNW,F T E NETWORKS INC,,56191,2,30283R40,2017-12-14,2019-12-11,2.0,2017-12-14,2019-12-11
13869,17182,2019-06-17,2019-09-16,11,2,7371,30283R40,FTNW,F T E NETWORKS INC,,56191,2,30283R40,2017-12-14,2019-12-11,2.0,2017-12-14,2019-12-11
13870,17182,2019-09-17,2019-12-11,11,2,1731,30283R40,FTNW,F T E NETWORKS INC,,56191,2,30283R40,2017-12-14,2019-12-11,2.0,2017-12-14,2019-12-11
13871,17183,2017-12-18,2023-12-29,73,4,6726,38747R30,HIPS,GRANITESHARES E T F TRUST,,55959,4,38747R30,2017-12-18,2023-12-29,2.0,2017-12-18,2023-12-29
13872,17184,2017-12-14,2023-12-29,73,4,6726,41653L50,HMOP,HARTFORD FUNDS E T TRUST,,55873,4,41653L50,2017-12-14,2023-12-29,2.0,2017-12-14,2023-12-29
13873,17185,2017-12-21,2021-08-13,73,4,6726,45782C20,LDRS,INNOVATOR E T F S TRUST,,55239,4,45782C20,2017-12-21,2021-08-13,2.0,2017-12-21,2021-08-13
13874,17186,2017-12-07,2020-06-12,73,4,6726,46641Q82,JPMF,J P MORGAN E T F TRUST,,54917,4,46641Q82,2017-12-07,2020-06-12,2.0,2017-12-07,2020-06-12
13882,17189,2017-12-01,2020-06-19,73,4,6726,46641Q86,JPED,J P MORGAN E T F TRUST,,54917,4,46641Q86,2017-12-01,2020-06-19,2.0,2017-12-01,2020-06-19
13883,17190,2017-12-28,2023-12-29,73,4,6726,63873X20,LSST,NATIXIS E T F TRUST,,55779,4,63873X20,2017-12-28,2023-12-29,2.0,2017-12-28,2023-12-29
13884,17191,2017-12-27,2019-06-24,73,4,6726,78468R67,XKFS,SPDR SERIES TRUST,,39147,4,78468R67,2017-12-27,2023-12-29,2.0,2017-12-27,2023-12-29
13885,17191,2019-06-25,2023-12-29,73,4,6726,78468R67,FITE,SPDR SERIES TRUST,,39147,4,78468R67,2017-12-27,2023-12-29,2.0,2017-12-27,2023-12-29
13886,17192,2017-12-27,2019-06-24,73,4,6726,78468R68,XKST,SPDR SERIES TRUST,,39147,4,78468R68,2017-12-27,2023-12-29,2.0,2017-12-27,2023-12-29
13887,17192,2019-06-25,2023-12-29,73,4,6726,78468R68,HAIL,SPDR SERIES TRUST,,39147,4,78468R68,2017-12-27,2023-12-29,2.0,2017-12-27,2023-12-29
13888,17193,2017-12-27,2019-06-24,73,4,6726,78468R69,XKII,SPDR SERIES TRUST,,39147,4,78468R69,2017-12-27,2023-12-29,2.0,2017-12-27,2023-12-29
13889,17193,2019-06-25,2023-12-29,73,4,6726,78468R69,SIMS,SPDR SERIES TRUST,,39147,4,78468R69,2017-12-27,2023-12-29,2.0,2017-12-27,2023-12-29
13890,17194,2017-12-01,2020-10-13,73,4,6726,90290T60,BUY,U S C F ETF TRUST,,55017,4,90290T60,2017-12-01,2020-10-13,2.0,2017-12-01,2020-10-13
13896,17197,2017-12-01,2020-04-29,73,4,6726,90290T70,BUYN,U S C F ETF TRUST,,55017,4,90290T70,2017-12-01,2020-04-29,2.0,2017-12-01,2020-04-29
13897,17198,2017-12-21,2020-01-17,73,4,6726,97717Y81,WBAL,WISDOMTREE TRUST,,50852,4,97717Y81,2017-12-21,2020-01-17,2.0,2017-12-21,2020-01-17
13898,17199,2017-12-21,2020-05-27,73,4,6726,97717Y83,WCHN,WISDOMTREE TRUST,,50852,4,97717Y83,2017-12-21,2020-05-27,2.0,2017-12-21,2020-05-27
13899,17200,2017-12-11,2020-05-03,12,1,6799,G5698W11,LXFR,LUXFER HOLDINGS PLC,,54204,1,G5698W11,2017-12-11,2023-12-29,2.0,2017-12-11,2023-12-29
13900,17200,2020-05-04,2023-12-29,12,1,3443,G5698W11,LXFR,LUXFER HOLDINGS PLC,,54204,1,G5698W11,2017-12-11,2023-12-29,2.0,2017-12-11,2023-12-29
13901,17201,2017-12-08,2018-01-17,12,1,0,G6284810,MOSC,MOSAIC ACQUISITION CORP,A,56115,1,92854210,2017-12-08,2023-03-09,2.0,2017-12-08,2023-03-09
13902,17201,2018-01-18,2018-12-23,12,1,6799,G6284810,MOSC,MOSAIC ACQUISITION CORP,A,56115,1,92854210,2017-12-08,2023-03-09,2.0,2017-12-08,2023-03-09
13903,17201,2018-12-24,2020-01-20,11,1,6799,61946M10,MOSC,MOSAIC ACQUISITION CORP DE,A,56115,1,92854210,2017-12-08,2023-03-09,2.0,2017-12-08,2023-03-09
13904,17201,2020-01-21,2020-09-09,11,1,6799,92854210,VVNT,VIVINT SMART HOME INC,A,56115,1,92854210,2017-12-08,2023-03-09,2.0,2017-12-08,2023-03-09
13905,17201,2020-09-10,2023-03-09,11,1,3699,92854210,VVNT,VIVINT SMART HOME INC,A,56115,1,92854210,2017-12-08,2023-03-09,2.0,2017-12-08,2023-03-09
13906,17202,2010-06-01,2012-10-12,44,1,6726,46133E10,PIA,INVESCO MUNI PREMIUM INCOME TR,,56195,1,46133E10,2010-06-01,2012-10-12,2.0,2010-06-01,2012-10-12
13907,17203,2010-06-01,2012-08-24,44,1,6726,46133C10,OIC,INVESCO MUNICIPAL INC OPP TR III,,56196,1,46133C10,2010-06-01,2012-08-24,2.0,2010-06-01,2012-08-24
13908,17204,2010-06-01,2012-08-24,44,1,6726,46133A10,OIB,INVESCO MUNI INCOME OPP TRUST II,,56197,1,46133A10,2010-06-01,2012-08-24,2.0,2010-06-01,2012-08-24
13909,17205,2010-06-01,2023-12-29,44,1,6726,46132X10,OIA,INVESCO MUNICIPAL INCOME OPP TR,,56198,1,46132X10,2010-06-01,2023-12-29,2.0,2010-06-01,2023-12-29
